iter	RMSE
162	0.6326343253
163	0.6318861123
164	0.6316921088
165	0.6314868833
166	0.6312808788
167	0.6308858928
168	0.6307797899
169	0.630379951
170	0.6302222635
171	0.6300092509
172	0.6294262395
173	0.6292551774
174	0.6290800517
175	0.628951501
176	0.62853688
177	0.6284585825
178	0.6283070954
179	0.6281090591
180	0.6279920755
181	0.6277322188
182	0.6275227196
183	0.6274478134
184	0.6274032689
185	0.6273163588
186	0.6266699643
187	0.6265543554
188	0.6258460659
189	0.6257525433
190	0.6256898162
191	0.6255571854
192	0.6254960856
193	0.6251332886
194	0.6250828079
195	0.6249853076
196	0.6243533381
197	0.6240155477
198	0.6238987493
199	0.6237935436
200	0.6233524415
201	0.6229213598
202	0.6223639798
203	0.621900521
204	0.6217738645
205	0.6214282869
206	0.6212620332
207	0.6211931266
208	0.6209319007
209	0.6204879836
210	0.620438643
211	0.6203848641
212	0.6200266559
213	0.6195810988
214	0.6188654945
215	0.6186159074
216	0.6184449946
217	0.6183863492
218	0.6182489327
219	0.6178204589
220	0.6177764763
221	0.6174122515
222	0.6173599107
223	0.6169430352
224	0.6164385676
225	0.6159870874
226	0.6159477536
227	0.6159164307
228	0.6156558315
229	0.6151660157
230	0.6148486133
231	0.6138686316
232	0.6138147624
233	0.6132767166
234	0.6130204125
235	0.6125923602
236	0.6118247223
237	0.6116111374
238	0.6111467522
239	0.6105284108
240	0.6100397905
241	0.6094807045
242	0.6091587054
243	0.6087517095
244	0.6083328388
245	0.6077770368
246	0.6077124648
247	0.6074814533
248	0.6069421485
249	0.6063468229
250	0.6057392265
251	0.6055678076
252	0.6050805449
253	0.60426779
254	0.6039029465
255	0.6034917442
256	0.6029663391
257	0.6028877343
258	0.6023846384
259	0.6019236685
260	0.6015836127
261	0.6011357628
262	0.6009910345
263	0.6006153041
264	0.6003139878
265	0.5998458181
266	0.5994690034
267	0.5990808257
268	0.5988199088
269	0.5984203787
270	0.5980134887
271	0.5978636559
272	0.5978031454
273	0.5973021972
274	0.5970442032
275	0.596750361
276	0.5964226692
277	0.5962307714
278	0.5960769347
279	0.5954994221
280	0.594999056
281	0.5946747515
282	0.5942908573
283	0.593889
284	0.5935894375
285	0.5932649544
286	0.5928325583
287	0.5923547011
288	0.5918630216
289	0.5915285754
290	0.5912217138
291	0.5906871093
292	0.5903093741
293	0.5898669071
294	0.5893696645
295	0.5890588421
296	0.5886815521
297	0.5885649572
298	0.5881991839
299	0.5881395904
300	0.5878803123
301	0.5873416907
302	0.5871072217
303	0.5867057666
304	0.5863552569
305	0.585955522
306	0.585889317
307	0.5855877344
308	0.5851175282
309	0.5848528923
310	0.5847559563
311	0.5845137209
312	0.5841751829
313	0.5837413551
314	0.5836193848
315	0.5831334183
316	0.5828327881
317	0.5824945716
318	0.582116118
319	0.5815662801
320	0.5811506616
321	0.5807523808
322	0.5805686382
323	0.5802339345
324	0.5798152337
325	0.5794279145
326	0.5790601647
327	0.5784135865
328	0.5780564238
329	0.5779677224
330	0.5778019399
331	0.5771799472
332	0.5769552374
333	0.5764554988
334	0.5759422358
335	0.5758111547
336	0.575304434
337	0.5750192855
338	0.5746497832
339	0.5742668321
340	0.5737159308
341	0.573560948
342	0.5732763407
343	0.5728873127
344	0.5723738766
345	0.572219607
346	0.5719942233
347	0.5719042439
348	0.5714118395
349	0.5711999481
350	0.5708998262
351	0.5704932015
352	0.5703403791
353	0.5699121316
354	0.5696536453
355	0.5691928594
356	0.5687692984
357	0.5685435542
358	0.5681721756
359	0.5677730736
360	0.5674038103
361	0.5671211275
362	0.5669864511
363	0.5664306006
364	0.5662345313
365	0.5660417591
366	0.5657300775
367	0.5655226438
368	0.5649892316
369	0.5645915393
370	0.5641045151
371	0.5637859806
372	0.5634414749
373	0.5631678911
374	0.5631203886
375	0.5627273454
376	0.5622853614
377	0.5618956228
378	0.5614665143
379	0.5609349929
380	0.5603301042
381	0.5600739989
382	0.5598662704
383	0.5594147396
384	0.5590427532
385	0.5587933646
386	0.5585099959
387	0.5582037393
388	0.5581646352
389	0.5577195644
390	0.5576630325
391	0.5574223436
392	0.5570203472
393	0.5567151573
394	0.5565372114
395	0.5560463505
396	0.5558503504
397	0.5554258961
398	0.5552137278
399	0.5547347173
400	0.5542496222
401	0.5538854772
402	0.5535553427
403	0.5531819989
404	0.552952322
405	0.5527165767
406	0.5524410651
407	0.5522249219
408	0.5517719191
409	0.551329593
410	0.5508561513
411	0.5504264823
412	0.5501224235
413	0.5500107061
414	0.5497300916
415	0.5492630099
416	0.5488922356
417	0.5487041187
418	0.5484625213
419	0.5484141835
420	0.5483281696
421	0.5480083419
422	0.5478962634
423	0.5477301684
424	0.5473658668
425	0.5473164541
426	0.5472666428
427	0.5470257546
428	0.5469016961
429	0.5466772546
430	0.5464495035
431	0.5460788064
432	0.5456282289
433	0.5453932695
434	0.5451659827
435	0.5446459408
436	0.5442037174
437	0.5437590073
438	0.5436614757
439	0.543155373
440	0.5426562236
441	0.5423143729
442	0.5420057613
443	0.5415107467
444	0.5413587119
445	0.5410744173
446	0.5407974781
447	0.5407566382
448	0.5403397231
449	0.5402986772
450	0.539889165
451	0.5397517653
452	0.5394743814
453	0.5393852264
454	0.5391313689
455	0.5389122262
456	0.5385981462
457	0.5381440022
458	0.5379294319
459	0.5374658948
460	0.5371320722
461	0.5369775247
462	0.5366484994
463	0.5364402298
464	0.5362055992
465	0.5360146439
466	0.5357663263
467	0.5355101894
468	0.5351066025
469	0.5348035705
470	0.5344629287
471	0.5338673454
472	0.533815857
473	0.5335188082
474	0.5334128232
475	0.533331747
476	0.5330000748
477	0.5329619407
478	0.5326701394
479	0.5323929395
480	0.5322028897
481	0.5320060947
482	0.5319317184
483	0.5317848164
484	0.5313576705
485	0.5310708605
486	0.5308116988
487	0.5305448053
488	0.5304322636
489	0.5303699929
490	0.530224941
491	0.5300258268
492	0.5299580158
493	0.5296171285
494	0.5292708
495	0.5290841343
496	0.5288589523
497	0.5286505592
498	0.5284212543
499	0.5280800747
500	0.5278345152
501	0.52759879
502	0.5272700659
503	0.5270409171
504	0.526825794
505	0.5264775801
506	0.5263942204
507	0.5262952198
508	0.5260371535
509	0.5258130531
510	0.5254482075
511	0.5251476831
512	0.5250355569
513	0.5247387803
514	0.5245492475
515	0.5243029601
516	0.5240774463
517	0.5238394331
518	0.5236462201
519	0.5236270413
520	0.5232502691
521	0.5230219045
522	0.5228384696
523	0.522585406
524	0.5223503942
525	0.5221742901
526	0.5219549674
527	0.5217631693
528	0.5217189251
529	0.5215526498
530	0.5212538639
531	0.5208747493
532	0.5208543495
533	0.5204660334
534	0.5201622894
535	0.5199805867
536	0.5198970375
537	0.5198764833
538	0.5196391847
539	0.5194522261
540	0.5192816872
541	0.5190473588
542	0.518802768
543	0.5185946839
544	0.5183408276
545	0.518178248
546	0.517977445
547	0.5178271917
548	0.5177292379
549	0.5175276991
550	0.5172991919
551	0.5171727157
552	0.5168637185
553	0.5166549021
554	0.5165297434
555	0.516246248
556	0.5161670559
557	0.5160662359
558	0.516003155
559	0.5158796572
560	0.5157109813
561	0.5153222307
562	0.5151672359
563	0.5148497079
564	0.5146284021
565	0.5144650918
566	0.514114715
567	0.5137617069
568	0.5135991812
569	0.51342373
570	0.5132114613
571	0.5128235506
572	0.5122969959
573	0.5118566476
574	0.5117649658
575	0.511537712
576	0.5114130461
577	0.5109649761
578	0.5108669138
579	0.510741041
580	0.5107204605
581	0.5105653309
582	0.5104021877
583	0.5101956905
584	0.5099872741
585	0.5098594982
586	0.5096330346
587	0.5095306048
588	0.5093993363
589	0.5090075711
590	0.5086743545
591	0.5084828097
592	0.5083291708
593	0.5081903249
594	0.508093418
595	0.5079238671
596	0.5077798799
597	0.5076689445
598	0.5074634988
599	0.5072442955
600	0.5071046302
601	0.5069743041
602	0.5066878831
603	0.5064129205
604	0.5062289989
605	0.5060881672
606	0.5060633648
607	0.5057528527
608	0.5052914121
609	0.5048291017
610	0.504628599
611	0.5043534928
612	0.5041582972
613	0.5039246414
614	0.5037296947
615	0.5036570492
616	0.5034640666
617	0.503324133
618	0.5032275935
619	0.5028509645
620	0.5025212458
621	0.5023805128
622	0.5022268555
623	0.5020809792
624	0.5016039853
625	0.5015272284
626	0.5013520635
627	0.5010465659
628	0.5010319184
629	0.5009598748
630	0.5005721715
631	0.5003166944
632	0.5002656048
633	0.5000745026
634	0.4996995292
635	0.4993677331
636	0.4992088078
637	0.4989885142
638	0.4986790612
639	0.4983105862
640	0.4980550625
641	0.4978519477
642	0.4976832596
643	0.4975769396
644	0.4973797856
645	0.4970382565
646	0.4967491844
647	0.4964316662
648	0.4961605854
649	0.4960042576
650	0.4957784126
651	0.4954316462
652	0.4952335625
653	0.4947466347
654	0.4944321277
655	0.4943868535
656	0.4939173913
657	0.4937625085
658	0.4935223951
659	0.4934510598
660	0.4933605394
661	0.4932629426
662	0.4931288184
663	0.4929122683
664	0.4928427277
665	0.4925350369
666	0.4923961203
667	0.4921331685
668	0.4921156575
669	0.4919254582
670	0.4917690556
671	0.4916205017
672	0.491415257
673	0.491219716
674	0.4911037236
675	0.4910404023
676	0.4908776018
677	0.4906958787
678	0.4903345151
679	0.4901123401
680	0.489990049
681	0.489788746
682	0.4896602177
683	0.4894054504
684	0.4892143182
685	0.4891667723
686	0.48896414
687	0.488677455
688	0.4884998458
689	0.4880615103
690	0.4877776674
691	0.4874586263
692	0.4873338777
693	0.4870542866
694	0.4869164986
695	0.4867916301
696	0.4866585905
697	0.4866063839
698	0.4864144337
699	0.4863780655
700	0.4861812845
701	0.4858862811
702	0.4858544672
703	0.4856130033
704	0.485488736
705	0.4853079868
706	0.4850604775
707	0.484819678
708	0.4846171555
709	0.4845558951
710	0.4844287484
711	0.4841700333
712	0.4839192744
713	0.4835920378
714	0.4835321608
715	0.4832633574
716	0.4829719259
717	0.4829358868
718	0.4828499868
719	0.4828287398
720	0.4827426077
721	0.4825723567
722	0.4825096325
723	0.4822654863
724	0.481704847
725	0.4814777472
726	0.4814323643
727	0.4811284884
728	0.4810732418
729	0.4810277445
730	0.4804817939
731	0.4804322845
732	0.4802596488
733	0.4800050908
734	0.4797750452
735	0.4793998766
736	0.4790107892
737	0.4788483655
738	0.4786664002
739	0.4783405805
740	0.478250848
741	0.4781023983
742	0.4779080552
743	0.4778198732
744	0.47761946
745	0.477400795
746	0.4771769939
747	0.4770045732
748	0.4768524647
749	0.4767323507
750	0.4767020191
751	0.4766034995
752	0.4764898173
753	0.4764586797
754	0.476282538
755	0.476142666
756	0.4759670778
757	0.4759191017
758	0.4757601801
759	0.4754895273
760	0.4753712962
761	0.4750593742
762	0.4749749757
763	0.4747221774
764	0.4745809984
765	0.4744138923
766	0.4743536408
767	0.4739459552
768	0.4737004545
769	0.4735245808
770	0.4732581714
771	0.4730089919
772	0.4728560407
773	0.4727056047
774	0.4724332804
775	0.4721736706
776	0.4720177878
777	0.471810691
778	0.4716019132
779	0.4713804836
780	0.4711407196
781	0.4708408861
782	0.4706744537
783	0.4703869183
784	0.4702374147
785	0.4699409209
786	0.4699101684
787	0.4695228663
788	0.469314158
789	0.4691226891
790	0.4688618601
791	0.4685078749
792	0.4682907376
793	0.4680981558
794	0.4679780897
795	0.4676094555
796	0.4673969654
797	0.4671044569
798	0.4668364983
799	0.4666759996
800	0.4664357637
801	0.4662025316
802	0.4658631194
803	0.4655531975
804	0.4655070605
805	0.465302937
806	0.4649992032
807	0.4647350219
808	0.4645156538
809	0.4642670377
810	0.4642077614
811	0.4640332947
812	0.4638371347
813	0.4636299359
814	0.4633797996
815	0.4630101908
816	0.4628551587
817	0.4627306009
818	0.4624343509
819	0.4622592596
820	0.462027686
821	0.4619073535
822	0.4617662041
823	0.4614689558
824	0.4613081179
825	0.4610455639
826	0.4609125587
827	0.4605675166
828	0.460162397
829	0.4600327423
830	0.4597362186
831	0.4595627059
832	0.459329267
833	0.4591678816
834	0.4589247856
835	0.458638473
836	0.4582798567
837	0.4581783302
838	0.4579295289
839	0.4577124426
840	0.4575991702
841	0.4572536632
842	0.4570830373
843	0.4568993114
844	0.4566775102
845	0.4566074082
846	0.4564180086
847	0.4562481831
848	0.4558671131
849	0.4556500245
850	0.4554952911
851	0.4553981944
852	0.4552206787
853	0.4548400847
854	0.4545471762
855	0.4543870393
856	0.4542744688
857	0.4540403141
858	0.4538295717
859	0.4535245504
860	0.4534822799
861	0.4533339107
862	0.4531647938
863	0.4530939867
864	0.4527532177
865	0.452523697
866	0.4523771509
867	0.4522790854
868	0.452100779
869	0.4519439628
870	0.4517990722
871	0.4516936028
872	0.451493263
873	0.4513826496
874	0.4511160977
875	0.4509364079
876	0.4507530255
877	0.4506336317
878	0.4504895709
879	0.4503653994
880	0.4501139649
881	0.449845091
882	0.449812734
883	0.4497108056
884	0.4495304672
885	0.4492975932
886	0.4492029593
887	0.4490320066
888	0.4489456647
889	0.4486628747
890	0.4482982422
891	0.4481628789
892	0.4479973085
893	0.4478989715
894	0.4477262243
895	0.4475658333
896	0.4474309171
897	0.4471221188
898	0.4468407263
899	0.4465999813
900	0.4465014833
901	0.4461665637
902	0.4460447953
903	0.4458748023
904	0.4456801366
905	0.445551289
906	0.4453223294
907	0.4453076011
908	0.4450242668
909	0.4448741445
910	0.4446318414
911	0.4444184985
912	0.4443216801
913	0.44426581
914	0.4441447726
915	0.444098009
916	0.4439866654
917	0.4438004324
918	0.4435815504
919	0.4434301069
920	0.4432893839
921	0.4431987771
922	0.4430803653
923	0.4428553568
924	0.4427524547
925	0.4426173317
926	0.4424255424
927	0.4422166079
928	0.4420662097
929	0.4419982094
930	0.4418515897
931	0.4418286449
932	0.4417892507
933	0.4417786878
934	0.4417149012
935	0.4414627905
936	0.4413834832
937	0.4410633548
938	0.4408079283
939	0.4405371176
940	0.4403644386
941	0.4402353271
942	0.4400597696
943	0.4397615007
944	0.4396259745
945	0.4395274452
946	0.4393146309
947	0.4390044702
948	0.4387248645
949	0.4384620129
950	0.4382111812
951	0.4380171942
952	0.437839414
953	0.4376155758
954	0.4374574084
955	0.4374065973
956	0.4371767071
957	0.4369878598
958	0.4368126479
959	0.43659025
960	0.4364769382
961	0.4362436091
962	0.4361207564
963	0.4360545097
964	0.4360447385
965	0.4358963224
966	0.4356999146
967	0.4355507063
968	0.4353928949
969	0.4351728997
970	0.4349735852
971	0.4347857402
972	0.4346215151
973	0.434465881
974	0.4342876647
975	0.4342036283
976	0.4340514505
977	0.4339570234
978	0.4338124591
979	0.4337979912
980	0.4335741369
981	0.4334503035
982	0.4332863273
983	0.433141553
984	0.433049816
985	0.4328905413
986	0.4328032762
987	0.4327683696
988	0.4326639437
989	0.4325063671
990	0.4323814165
991	0.432214142
992	0.4320553638
993	0.4319168019
994	0.4317556546
995	0.4315654127
996	0.4314659995
997	0.4313916968
998	0.4311374818
999	0.4311281271
