,accuracy,model,time_train,time_inference,scaling_name,dataset_name
414,0.9239766081871345,CART,0.004390716552734375,0.0004780292510986328,StandardStabilityScaling,breast_cancer_wisconsin_diagnostic
415,0.8923884514435696,CART,0.009688138961791992,0.00036263465881347656,StandardStabilityScaling,breast_cancer_wisconsin_original
416,0.6461538461538462,CART,0.0008358955383300781,0.0003154277801513672,StandardStabilityScaling,glass_identification
417,0.5494505494505495,CART,0.0008814334869384766,0.00034499168395996094,StandardStabilityScaling,heart_disease
418,0.9444444444444444,CART,0.0006926059722900391,0.0003333091735839844,StandardStabilityScaling,iris
419,0.8751666666666666,CART,0.0395505428314209,0.0009188652038574219,StandardStabilityScaling,letter_recognition
420,0.9298245614035088,CART,0.004420757293701172,0.0004761219024658203,MeanCentered,breast_cancer_wisconsin_diagnostic
421,0.8941382327209099,CART,0.00965261459350586,0.00035762786865234375,MeanCentered,breast_cancer_wisconsin_original
422,0.6461538461538462,CART,0.0008378028869628906,0.0003159046173095703,MeanCentered,glass_identification
423,0.5274725274725275,CART,0.000885009765625,0.0003445148468017578,MeanCentered,heart_disease
424,0.9259259259259259,CART,0.0006985664367675781,0.0003445148468017578,MeanCentered,iris
425,0.878,CART,0.0393369197845459,0.0009005069732666016,MeanCentered,letter_recognition
426,0.9181286549707602,CART,0.004219770431518555,0.0003116130828857422,None,breast_cancer_wisconsin_diagnostic
427,0.8932633420822397,CART,0.009569406509399414,0.00034880638122558594,None,breast_cancer_wisconsin_original
428,0.676923076923077,CART,0.0007996559143066406,0.0002560615539550781,None,glass_identification
429,0.5384615384615384,CART,0.0008459091186523438,0.00030684471130371094,None,heart_disease
430,0.9259259259259259,CART,0.0006721019744873047,0.00028896331787109375,None,iris
431,0.872,CART,0.03933310508728027,0.000782012939453125,None,letter_recognition
432,0.9239766081871345,CART,0.003942966461181641,6.103515625e-05,RobustScaler,breast_cancer_wisconsin_diagnostic
433,0.889763779527559,CART,0.009366750717163086,0.00010013580322265625,RobustScaler,breast_cancer_wisconsin_original
434,0.6615384615384615,CART,0.0005736351013183594,5.412101745605469e-05,RobustScaler,glass_identification
435,0.5604395604395604,CART,0.0005838871002197266,5.412101745605469e-05,RobustScaler,heart_disease
436,0.8703703703703703,CART,0.00041222572326660156,5.125999450683594e-05,RobustScaler,iris
437,0.873,CART,0.03896594047546387,0.0005521774291992188,RobustScaler,letter_recognition
438,0.9181286549707602,CART,0.003972291946411133,5.8650970458984375e-05,QuantileTransformer,breast_cancer_wisconsin_diagnostic
439,0.8993875765529309,CART,0.009257078170776367,0.00010251998901367188,QuantileTransformer,breast_cancer_wisconsin_original
440,0.6461538461538462,CART,0.0005648136138916016,5.1975250244140625e-05,QuantileTransformer,glass_identification
441,0.5054945054945055,CART,0.0005767345428466797,5.316734313964844e-05,QuantileTransformer,heart_disease
442,0.9259259259259259,CART,0.00039839744567871094,4.982948303222656e-05,QuantileTransformer,iris
443,0.8746666666666667,CART,0.03909134864807129,0.0005617141723632812,QuantileTransformer,letter_recognition
444,0.8947368421052632,CART,0.002808809280395508,0.0004904270172119141,DecimalScaling,breast_cancer_wisconsin_diagnostic
445,0.8381452318460193,CART,0.0042912960052490234,0.00037097930908203125,DecimalScaling,breast_cancer_wisconsin_original
446,0.5538461538461539,CART,0.0007832050323486328,0.0003204345703125,DecimalScaling,glass_identification
447,0.5494505494505495,CART,0.0008833408355712891,0.00034618377685546875,DecimalScaling,heart_disease
448,0.9259259259259259,CART,0.0007231235504150391,0.0003414154052734375,DecimalScaling,iris
449,0.8755,CART,0.039430856704711914,0.0009665489196777344,DecimalScaling,letter_recognition
450,0.9064327485380117,CART,0.004423856735229492,0.0004868507385253906,TanhTransformer,breast_cancer_wisconsin_diagnostic
451,0.89501312335958,CART,0.00958871841430664,0.0003814697265625,TanhTransformer,breast_cancer_wisconsin_original
452,0.6153846153846154,CART,0.0008957386016845703,0.00031685829162597656,TanhTransformer,glass_identification
453,0.5604395604395604,CART,0.0008752346038818359,0.0003657341003417969,TanhTransformer,heart_disease
454,0.9444444444444444,CART,0.0007052421569824219,0.00033473968505859375,TanhTransformer,iris
455,0.8756666666666667,CART,0.040134429931640625,0.0011305809020996094,TanhTransformer,letter_recognition
456,0.9239766081871345,CART,0.00447392463684082,0.000484466552734375,LogisticSigmoidTransformer,breast_cancer_wisconsin_diagnostic
457,0.89501312335958,CART,0.009652137756347656,0.0003674030303955078,LogisticSigmoidTransformer,breast_cancer_wisconsin_original
458,0.6615384615384615,CART,0.0008535385131835938,0.00031375885009765625,LogisticSigmoidTransformer,glass_identification
459,0.5274725274725275,CART,0.0008838176727294922,0.00036787986755371094,LogisticSigmoidTransformer,heart_disease
460,0.9629629629629629,CART,0.0007011890411376953,0.0003452301025390625,LogisticSigmoidTransformer,iris
461,0.8761666666666666,CART,0.0409393310546875,0.0012676715850830078,LogisticSigmoidTransformer,letter_recognition
462,0.9239766081871345,CART,0.005269050598144531,0.0005388259887695312,HyperbolicTangentTransformer,breast_cancer_wisconsin_diagnostic
